Result,Home Team Rating,Winning Team Possession Difference %,Home Team Possession %
Away Team Win,4.5,-36,64
Away Team Win,4.5,56,57
Away Team Win,4.5,-12,47
Away Team Win,4.5,-36,59
Away Team Win,4.5,-10,50
Away Team Win,4.5,20,46
Away Team Win,4.5,18,40
Away Team Win,4.5,18,45
Away Team Win,4.5,-20,45
Away Team Win,4.6,-22,63
Away Team Win,4.6,20,49
Away Team Win,4.6,38,51
Away Team Win,4.6,-10,43
Away Team Win,4.6,6,65
Away Team Win,4.6,-2,39
Away Team Win,4.6,38,46
Away Team Win,4.6,6,19
Away Team Win,4.6,-8,45
Away Team Win,4.6,30,51
Away Team Win,4.6,26,43
Away Team Win,4.6,50,39
Away Team Win,4.6,22,62
Away Team Win,4.6,22,53
Away Team Win,4.6,-12,63
Away Team Win,4.6,6,55
Away Team Win,4.6,14,42
Away Team Win,4.7,14,41
Away Team Win,4.7,-12,57
Tie,4.7,34,36
Away Team Win,4.7,24,42
Away Team Win,4.7,6,58
Away Team Win,4.7,18,60
Away Team Win,4.7,30,37
Away Team Win,4.7,-14,54
Away Team Win,4.7,-14,52
Away Team Win,4.7,44,45
Away Team Win,4.7,46,49
Away Team Win,4.7,20,54
Away Team Win,4.7,-4,58
Away Team Win,4.7,18,69
Away Team Win,4.7,4,56
Away Team Win,4.7,16,44
Away Team Win,4.7,12,38
Away Team Win,4.7,-12,53
Away Team Win,4.7,-6,57
Away Team Win,4.7,-24,42
Away Team Win,4.7,54,40
Away Team Win,4.7,16,53
Away Team Win,4.7,-22,28
Away Team Win,4.8,-2,33
Away Team Win,4.8,-30,32
Away Team Win,4.8,-28,47
Away Team Win,4.8,6,63
Away Team Win,4.8,20,57
Away Team Win,4.8,22,54
Away Team Win,4.8,60,61
Away Team Win,4.8,-12,34
Away Team Win,4.8,-12,45
Away Team Win,4.8,32,57
Away Team Win,4.8,34,61
Away Team Win,4.8,6,61
Away Team Win,4.8,50,48
Away Team Win,4.8,-14,43
Away Team Win,4.8,40,55
Away Team Win,4.8,-4,43
Away Team Win,4.8,-18,24
Away Team Win,4.8,0,42
Away Team Win,4.8,24,38
Away Team Win,4.8,-4,52
Away Team Win,4.8,12,60
Away Team Win,4.8,24,51
Away Team Win,4.8,10,57
Away Team Win,4.8,-20,39
Away Team Win,4.8,16,55
Away Team Win,4.8,-12,47
Away Team Win,4.8,-36,53
Away Team Win,4.8,0,46
Away Team Win,4.8,-4,32
Away Team Win,4.8,38,52
Away Team Win,4.8,12,59
Away Team Win,4.8,30,32
Away Team Win,4.8,12,60
Away Team Win,4.9,30,39
Away Team Win,4.9,16,33
Away Team Win,4.9,28,45
Away Team Win,4.9,0,64
Away Team Win,4.9,2,22
Away Team Win,4.9,22,53
Away Team Win,4.9,-42,58
Away Team Win,4.9,22,40
Away Team Win,4.9,44,27
Away Team Win,4.9,4,59
Away Team Win,4.9,36,60
Away Team Win,4.9,30,51
Away Team Win,4.9,58,67
Away Team Win,4.9,0,69
Away Team Win,4.9,28,48
Away Team Win,4.9,-40,33
Away Team Win,4.9,-8,52
Away Team Win,4.9,10,34
Away Team Win,4.9,34,53
Away Team Win,4.9,54,62
Away Team Win,4.9,8,56
Away Team Win,4.9,44,48
Away Team Win,4.9,28,44
Away Team Win,4.9,30,64
Away Team Win,4.9,18,44
Away Team Win,4.9,16,65
Away Team Win,4.9,-14,44
Away Team Win,4.9,-4,57
Away Team Win,4.9,-2,46
Away Team Win,4.9,12,54
Away Team Win,4.9,50,58
Away Team Win,4.9,8,38
Away Team Win,4.9,28,39
Away Team Win,4.9,26,35
Away Team Win,5,16,57
Away Team Win,5,22,66
Away Team Win,5,14,68
Away Team Win,5,12,45
Away Team Win,5,-14,35
Away Team Win,5,4,52
Away Team Win,5,-16,67
Away Team Win,5,18,51
Away Team Win,5,40,62
Away Team Win,5,-14,39
Away Team Win,5,10,53
Away Team Win,5,-14,38
Away Team Win,5,12,49
Away Team Win,5,20,48
Away Team Win,5,6,33
Away Team Win,5,2,53
Away Team Win,5,22,46
Away Team Win,5,34,70
Away Team Win,5,8,50
Tie,5,36,47
Away Team Win,5,-14,51
Away Team Win,5,34,47
Away Team Win,5,38,71
Away Team Win,5,26,57
Away Team Win,5,32,55
Away Team Win,5,-22,35
Away Team Win,5,38,47
Away Team Win,5,16,75
Away Team Win,5,14,44
Away Team Win,5,2,73
Away Team Win,5,30,48
Away Team Win,5,24,35
Away Team Win,5,34,47
Away Team Win,5.1,26,35
Tie,5.1,42,46
Away Team Win,5.1,46,50
Away Team Win,5.1,8,41
Away Team Win,5.1,14,63
Away Team Win,5.1,-14,47
Away Team Win,5.1,42,55
Away Team Win,5.1,-6,47
Away Team Win,5.1,0,48
Away Team Win,5.1,8,32
Away Team Win,5.1,16,55
Tie,5.1,-12,50
Away Team Win,5.1,36,33
Away Team Win,5.1,2,38
Away Team Win,5.1,18,41
Away Team Win,5.1,30,47
Away Team Win,5.1,26,45
Away Team Win,5.1,-2,24
Away Team Win,5.1,24,40
Away Team Win,5.1,8,42
Away Team Win,5.1,32,38
Away Team Win,5.1,-10,39
Away Team Win,5.1,-14,46
Away Team Win,5.1,-20,55
Tie,5.1,8,50
Away Team Win,5.1,40,46
Away Team Win,5.1,-20,24
Away Team Win,5.1,-14,46
Away Team Win,5.1,0,35
Away Team Win,5.1,-10,50
Away Team Win,5.1,-14,32
Away Team Win,5.2,24,57
Away Team Win,5.2,30,56
Away Team Win,5.2,6,40
Away Team Win,5.2,24,74
Away Team Win,5.2,32,55
Away Team Win,5.2,44,54
Away Team Win,5.2,46,28
Away Team Win,5.2,44,64
Away Team Win,5.2,24,66
Away Team Win,5.2,6,60
Away Team Win,5.2,14,29
Away Team Win,5.2,48,44
Away Team Win,5.2,26,26
Away Team Win,5.2,-2,66
Away Team Win,5.2,22,41
Away Team Win,5.2,50,47
Away Team Win,5.2,12,50
Away Team Win,5.2,50,49
Away Team Win,5.2,-10,38
Away Team Win,5.2,12,38
Away Team Win,5.2,36,35
Away Team Win,5.2,26,59
Away Team Win,5.2,24,53
Away Team Win,5.2,-4,60
Away Team Win,5.2,20,45
Away Team Win,5.2,12,40
Away Team Win,5.2,20,49
Away Team Win,5.2,58,47
Away Team Win,5.2,28,57
Away Team Win,5.2,22,30
Away Team Win,5.2,44,63
Away Team Win,5.2,46,44
Away Team Win,5.2,22,68
Away Team Win,5.2,26,40
Away Team Win,5.2,-20,40
Away Team Win,5.2,8,55
Away Team Win,5.2,28,66
Away Team Win,5.2,44,52
Away Team Win,5.2,-2,54
Away Team Win,5.2,52,51
Tie,5.2,34,45
Away Team Win,5.2,-10,23
Away Team Win,5.2,0,57
Away Team Win,5.2,40,45
Away Team Win,5.2,52,67
Tie,5.2,18,61
Away Team Win,5.2,-14,60
Away Team Win,5.2,36,57
Away Team Win,5.2,38,33
Tie,5.2,40,46
Away Team Win,5.2,8,72
Away Team Win,5.2,32,59
Away Team Win,5.2,24,37
Away Team Win,5.2,22,41
Away Team Win,5.2,38,53
Away Team Win,5.2,52,62
Away Team Win,5.2,22,69
Away Team Win,5.2,46,49
Away Team Win,5.2,54,64
Away Team Win,5.3,14,63
Away Team Win,5.3,46,27
Away Team Win,5.3,14,43
Away Team Win,5.3,12,58
Tie,5.3,38,46
Away Team Win,5.3,22,45
Away Team Win,5.3,-26,54
Away Team Win,5.3,2,45
Away Team Win,5.3,2,29
Away Team Win,5.3,4,56
Away Team Win,5.3,14,66
Away Team Win,5.3,-32,49
Away Team Win,5.3,28,59
Away Team Win,5.3,40,57
Away Team Win,5.3,10,52
Away Team Win,5.3,-14,42
Away Team Win,5.3,-2,40
Away Team Win,5.3,8,40
Away Team Win,5.3,-16,52
Tie,5.3,-8,43
Away Team Win,5.3,16,50
Away Team Win,5.3,16,48
Tie,5.3,24,41
Away Team Win,5.3,-2,46
Away Team Win,5.3,-12,60
Away Team Win,5.3,-10,51
Away Team Win,5.3,-26,32
Away Team Win,5.3,22,46
Away Team Win,5.3,16,53
Away Team Win,5.3,36,33
Away Team Win,5.3,8,66
Away Team Win,5.3,24,67
Away Team Win,5.3,18,54
Away Team Win,5.3,4,53
Away Team Win,5.3,-20,58
Away Team Win,5.3,32,36
Away Team Win,5.3,12,56
Away Team Win,5.3,18,52
Away Team Win,5.3,16,64
Away Team Win,5.3,-30,56
Away Team Win,5.3,18,51
Away Team Win,5.3,-26,51
Away Team Win,5.3,18,44
Away Team Win,5.3,10,52
Away Team Win,5.3,16,61
Away Team Win,5.3,-10,73
Away Team Win,5.3,-32,71
Away Team Win,5.3,-26,49
Away Team Win,5.3,4,61
Away Team Win,5.3,10,34
Away Team Win,5.3,18,39
Away Team Win,5.3,-16,61
Away Team Win,5.3,20,44
Tie,5.3,6,48
Tie,5.3,-6,41
Away Team Win,5.3,10,54
Away Team Win,5.3,-34,43
Away Team Win,5.3,36,32
Away Team Win,5.3,-24,36
Away Team Win,5.4,-2,58
Away Team Win,5.4,26,39
Away Team Win,5.4,-26,55
Away Team Win,5.4,6,61
Away Team Win,5.4,-8,39
Away Team Win,5.4,16,56
Away Team Win,5.4,-30,55
Away Team Win,5.4,30,42
Away Team Win,5.4,8,62
Away Team Win,5.4,-20,61
Away Team Win,5.4,-6,51
Away Team Win,5.4,-16,39
Away Team Win,5.4,-4,58
Away Team Win,5.4,-20,54
Away Team Win,5.4,46,46
Away Team Win,5.4,2,50
Away Team Win,5.4,-40,70
Away Team Win,5.4,-34,40
Away Team Win,5.4,0,42
Away Team Win,5.4,6,48
Tie,5.4,16,46
Away Team Win,5.4,-46,59
Away Team Win,5.4,28,65
Away Team Win,5.4,-8,62
Away Team Win,5.4,2,39
Away Team Win,5.4,16,53
Away Team Win,5.4,-6,45
Away Team Win,5.4,10,50
Tie,5.4,34,58
Away Team Win,5.4,14,63
Away Team Win,5.4,-12,26
Tie,5.4,14,51
Home Team Win,5.4,0,32
Away Team Win,5.4,20,32
Away Team Win,5.4,-22,54
Away Team Win,5.4,-16,55
Away Team Win,5.4,-6,48
Away Team Win,5.4,10,55
Away Team Win,5.4,0,66
Away Team Win,5.4,-8,36
Away Team Win,5.4,-4,70
Away Team Win,5.4,-14,50
Away Team Win,5.4,-8,45
Tie,5.4,-12,46
Away Team Win,5.4,34,50
Away Team Win,5.4,6,46
Away Team Win,5.4,-4,61
Away Team Win,5.4,42,55
Away Team Win,5.4,26,57
Away Team Win,5.4,4,45
Away Team Win,5.4,-14,53
Away Team Win,5.4,18,30
Away Team Win,5.4,22,65
Away Team Win,5.4,26,58
Away Team Win,5.4,26,52
Away Team Win,5.4,-10,80
Away Team Win,5.4,-6,36
Away Team Win,5.4,12,43
Away Team Win,5.4,20,32
Away Team Win,5.4,4,25
Away Team Win,5.4,6,61
Tie,5.4,-20,32
Away Team Win,5.4,-12,41
Away Team Win,5.4,-6,48
Away Team Win,5.4,-6,44
Away Team Win,5.4,-16,63
Tie,5.4,-18,51
Tie,5.4,2,27
Away Team Win,5.4,4,51
Away Team Win,5.4,-2,43
Away Team Win,5.5,42,28
Away Team Win,5.5,-14,51
Away Team Win,5.5,26,75
Away Team Win,5.5,18,67
Away Team Win,5.5,24,69
Away Team Win,5.5,38,48
Tie,5.5,-30,47
Away Team Win,5.5,22,51
Away Team Win,5.5,38,43
Away Team Win,5.5,0,33
Away Team Win,5.5,16,30
Tie,5.5,14,62
Away Team Win,5.5,16,60
Away Team Win,5.5,30,51
Away Team Win,5.5,-48,57
Tie,5.5,-24,32
Away Team Win,5.5,-4,55
Away Team Win,5.5,28,58
Tie,5.5,-14,45
Away Team Win,5.5,-2,43
Tie,5.5,22,49
Away Team Win,5.5,18,38
Away Team Win,5.5,6,50
Away Team Win,5.5,-16,55
Away Team Win,5.5,-28,61
Away Team Win,5.5,18,50
Away Team Win,5.5,-8,50
Away Team Win,5.5,-20,56
Tie,5.5,30,47
Away Team Win,5.5,0,56
Home Team Win,5.5,14,41
Away Team Win,5.5,6,48
Away Team Win,5.5,12,38
Away Team Win,5.5,-20,52
Tie,5.5,6,39
Tie,5.5,36,49
Away Team Win,5.5,28,35
Away Team Win,5.5,-18,67
Away Team Win,5.5,-8,56
Away Team Win,5.5,-16,59
Away Team Win,5.5,-20,57
Away Team Win,5.5,46,38
Away Team Win,5.5,-8,49
Away Team Win,5.5,-14,60
Away Team Win,5.5,28,55
Tie,5.5,16,46
Away Team Win,5.5,22,47
Tie,5.5,0,48
Away Team Win,5.5,-28,58
Tie,5.5,-6,47
Away Team Win,5.5,-4,55
Away Team Win,5.5,28,23
Away Team Win,5.5,-6,46
Away Team Win,5.5,-6,36
Away Team Win,5.5,-38,48
Away Team Win,5.5,6,67
Away Team Win,5.5,6,63
Away Team Win,5.5,-28,65
Away Team Win,5.5,10,69
Tie,5.5,-14,40
Tie,5.5,-8,55
Tie,5.5,24,46
Away Team Win,5.5,-8,55
Away Team Win,5.5,-14,53
Tie,5.5,-22,47
Away Team Win,5.5,42,52
Away Team Win,5.5,-26,33
Away Team Win,5.5,-28,34
Away Team Win,5.5,-34,50
Away Team Win,5.5,6,51
Away Team Win,5.5,-16,54
Away Team Win,5.5,0,39
Away Team Win,5.6,20,53
Away Team Win,5.6,-16,43
Away Team Win,5.6,10,56
Away Team Win,5.6,30,62
Away Team Win,5.6,48,71
Away Team Win,5.6,-18,42
Away Team Win,5.6,12,52
Away Team Win,5.6,18,46
Away Team Win,5.6,8,51
Away Team Win,5.6,12,61
Away Team Win,5.6,14,58
Away Team Win,5.6,28,35
Away Team Win,5.6,-32,44
Tie,5.6,30,45
Away Team Win,5.6,8,51
Away Team Win,5.6,-8,57
Away Team Win,5.6,32,41
Away Team Win,5.6,-8,51
Away Team Win,5.6,8,67
Away Team Win,5.6,10,56
Tie,5.6,6,58
Tie,5.6,26,41
Away Team Win,5.6,-24,52
Away Team Win,5.6,-2,65
Tie,5.6,4,49
Away Team Win,5.6,12,45
Away Team Win,5.6,6,57
Away Team Win,5.6,50,27
Away Team Win,5.6,-4,55
Tie,5.6,10,39
Away Team Win,5.6,-10,37
Tie,5.6,8,58
Away Team Win,5.6,22,60
Away Team Win,5.6,8,44
Away Team Win,5.6,8,46
Away Team Win,5.6,4,60
Away Team Win,5.6,-18,61
Away Team Win,5.6,-18,56
Away Team Win,5.6,34,52
Away Team Win,5.6,-4,61
Away Team Win,5.6,40,45
Away Team Win,5.6,-22,62
Away Team Win,5.6,26,55
Tie,5.6,34,50
Away Team Win,5.6,-30,60
Away Team Win,5.6,20,49
Away Team Win,5.6,-16,55
Away Team Win,5.6,-18,45
Away Team Win,5.6,-4,62
Tie,5.6,-20,52
Away Team Win,5.6,6,52
Away Team Win,5.6,-34,52
Away Team Win,5.6,8,53
Away Team Win,5.6,4,53
Away Team Win,5.6,-8,30
Tie,5.6,-14,50
Away Team Win,5.6,-6,62
Away Team Win,5.6,16,50
Away Team Win,5.6,2,39
Tie,5.6,0,47
Tie,5.6,-2,37
Away Team Win,5.6,4,51
Away Team Win,5.6,6,38
Away Team Win,5.6,32,65
Away Team Win,5.6,6,54
Away Team Win,5.6,16,54
Tie,5.6,46,55
Away Team Win,5.6,-36,53
Away Team Win,5.6,2,63
Tie,5.6,-12,58
Away Team Win,5.6,12,35
Away Team Win,5.6,-32,56
Away Team Win,5.6,-28,57
Tie,5.6,6,43
Away Team Win,5.6,12,42
Tie,5.6,12,48
Away Team Win,5.6,12,65
Tie,5.6,8,20
Tie,5.6,10,39
Tie,5.6,-8,51
Away Team Win,5.6,-24,50
Away Team Win,5.6,12,63
Away Team Win,5.6,-18,68
Away Team Win,5.6,38,39
Away Team Win,5.6,12,63
Tie,5.6,16,44
Tie,5.6,12,58
Away Team Win,5.6,-6,44
Away Team Win,5.6,26,64
Tie,5.6,-26,39
Away Team Win,5.7,-4,46
Away Team Win,5.7,-34,70
Away Team Win,5.7,2,63
Tie,5.7,4,53
Away Team Win,5.7,-18,60
Away Team Win,5.7,8,56
Away Team Win,5.7,-32,48
Away Team Win,5.7,-4,35
Away Team Win,5.7,14,66
Home Team Win,5.7,-4,43
Tie,5.7,12,49
Away Team Win,5.7,-26,65
Away Team Win,5.7,-40,38
Away Team Win,5.7,0,59
Away Team Win,5.7,-6,60
Away Team Win,5.7,30,53
Away Team Win,5.7,-6,54
Away Team Win,5.7,-12,55
Away Team Win,5.7,-20,23
Away Team Win,5.7,40,44
Away Team Win,5.7,28,58
Away Team Win,5.7,-34,55
Away Team Win,5.7,32,59
Away Team Win,5.7,-10,33
Tie,5.7,2,54
Tie,5.7,28,37
Tie,5.7,10,51
Tie,5.7,-26,61
Away Team Win,5.7,30,65
Away Team Win,5.7,6,46
Tie,5.7,2,54
Away Team Win,5.7,-2,53
Away Team Win,5.7,34,39
Tie,5.7,6,64
Tie,5.7,42,21
Away Team Win,5.7,2,64
Away Team Win,5.7,2,30
Away Team Win,5.7,-38,61
Tie,5.7,-10,35
Tie,5.7,16,38
Tie,5.7,18,30
Away Team Win,5.7,2,38
Away Team Win,5.7,-30,34
Tie,5.7,-14,43
Tie,5.7,26,49
Away Team Win,5.7,6,31
Away Team Win,5.7,-28,46
Away Team Win,5.7,46,46
Tie,5.7,8,57
Away Team Win,5.7,10,43
Away Team Win,5.7,12,58
Away Team Win,5.7,26,59
Away Team Win,5.7,10,56
Away Team Win,5.7,-26,65
Tie,5.7,42,57
Away Team Win,5.7,-6,52
Away Team Win,5.7,-22,49
Tie,5.7,-14,53
Away Team Win,5.7,-42,42
Away Team Win,5.7,-12,61
Away Team Win,5.7,2,59
Away Team Win,5.7,4,45
Away Team Win,5.7,18,58
Away Team Win,5.7,-8,54
Away Team Win,5.7,10,62
Away Team Win,5.7,-8,68
Home Team Win,5.7,-22,29
Tie,5.7,16,46
Away Team Win,5.7,-22,59
Away Team Win,5.7,38,66
Tie,5.7,16,50
Away Team Win,5.7,-24,66
Away Team Win,5.7,-20,60
Away Team Win,5.7,-4,65
Tie,5.7,18,60
Tie,5.7,-8,37
Away Team Win,5.7,36,49
Away Team Win,5.7,-4,48
Away Team Win,5.7,-28,52
Away Team Win,5.7,-12,68
Tie,5.7,-2,50
Away Team Win,5.7,8,41
Away Team Win,5.7,40,51
Tie,5.7,26,48
Home Team Win,5.7,16,32
Home Team Win,5.7,38,55
Tie,5.7,-10,28
Tie,5.7,2,55
Tie,5.7,2,57
Tie,5.7,4,32
Away Team Win,5.7,6,30
Away Team Win,5.7,38,54
Away Team Win,5.7,-4,42
Away Team Win,5.7,18,49
Away Team Win,5.7,-18,36
Tie,5.7,-16,55
Away Team Win,5.7,-12,37
Away Team Win,5.7,20,53
Away Team Win,5.7,-24,42
Away Team Win,5.7,-2,67
Away Team Win,5.8,16,63
Away Team Win,5.8,10,61
Away Team Win,5.8,8,49
Away Team Win,5.8,-10,44
Away Team Win,5.8,8,58
Away Team Win,5.8,2,58
Away Team Win,5.8,-30,73
Away Team Win,5.8,28,30
Away Team Win,5.8,-2,36
Tie,5.8,-26,41
Tie,5.8,16,53
Away Team Win,5.8,-36,65
Away Team Win,5.8,-28,52
Away Team Win,5.8,-4,42
Tie,5.8,-26,51
Tie,5.8,-8,48
Away Team Win,5.8,0,54
Away Team Win,5.8,0,59
Away Team Win,5.8,30,58
Away Team Win,5.8,-24,47
Away Team Win,5.8,-10,52
Away Team Win,5.8,-4,52
Away Team Win,5.8,-6,68
Tie,5.8,22,35
Away Team Win,5.8,36,54
Away Team Win,5.8,-2,56
Away Team Win,5.8,2,40
Away Team Win,5.8,28,62
Away Team Win,5.8,10,37
Away Team Win,5.8,54,52
Away Team Win,5.8,-14,50
Tie,5.8,14,43
Away Team Win,5.8,-8,49
Tie,5.8,52,56
Tie,5.8,40,62
Away Team Win,5.8,-6,42
Away Team Win,5.8,-4,30
Away Team Win,5.8,20,31
Away Team Win,5.8,4,39
Tie,5.8,30,52
Away Team Win,5.8,48,38
Tie,5.8,14,70
Tie,5.8,-12,54
Home Team Win,5.8,2,54
Tie,5.8,-10,58
Home Team Win,5.8,24,38
Tie,5.8,-42,51
Tie,5.8,10,67
Home Team Win,5.8,40,37
Away Team Win,5.8,-30,48
Tie,5.8,-14,56
Away Team Win,5.8,10,68
Tie,5.8,24,55
Tie,5.8,-4,58
Tie,5.8,-16,68
Away Team Win,5.8,-10,49
Away Team Win,5.8,-46,61
Tie,5.8,-2,48
Tie,5.8,-26,45
Tie,5.8,-26,47
Away Team Win,5.8,-52,35
Away Team Win,5.8,30,55
Tie,5.8,6,58
Away Team Win,5.8,12,59
Away Team Win,5.8,26,34
Tie,5.8,16,38
Tie,5.8,24,33
Tie,5.8,12,36
Tie,5.8,14,34
Tie,5.8,2,69
Tie,5.8,26,47
Tie,5.8,2,47
Tie,5.8,-36,44
Away Team Win,5.8,34,38
Tie,5.8,-18,40
Away Team Win,5.8,-4,45
Tie,5.8,-18,55
Tie,5.8,10,35
Tie,5.8,38,47
Tie,5.8,-12,40
Tie,5.8,-18,45
Tie,5.8,-14,59
Tie,5.8,-10,54
Away Team Win,5.8,8,56
Home Team Win,5.8,24,41
Tie,5.8,44,64
Away Team Win,5.8,16,33
Tie,5.9,16,70
Tie,5.9,-12,59
Tie,5.9,-30,52
Away Team Win,5.9,-10,57
Tie,5.9,-38,59
Tie,5.9,2,53
Tie,5.9,10,40
Away Team Win,5.9,-26,57
Tie,5.9,-16,30
Tie,5.9,-26,38
Tie,5.9,-28,60
Away Team Win,5.9,36,67
Tie,5.9,0,38
Away Team Win,5.9,-28,44
Away Team Win,5.9,34,64
Away Team Win,5.9,20,46
Away Team Win,5.9,10,47
Away Team Win,5.9,4,45
Tie,5.9,10,50
Away Team Win,5.9,-38,51
Tie,5.9,28,39
Tie,5.9,4,53
Away Team Win,5.9,-22,64
Home Team Win,5.9,-16,47
Tie,5.9,-16,59
Away Team Win,5.9,-2,47
Away Team Win,5.9,4,63
Away Team Win,5.9,-50,51
Tie,5.9,20,66
Tie,5.9,24,56
Away Team Win,5.9,-50,52
Tie,5.9,-24,46
Home Team Win,5.9,12,42
Tie,5.9,-10,55
Away Team Win,5.9,-8,61
Away Team Win,5.9,-4,54
Home Team Win,5.9,-8,42
Away Team Win,5.9,-18,66
Tie,5.9,-36,53
Home Team Win,5.9,24,59
Home Team Win,5.9,26,33
Away Team Win,5.9,38,48
Tie,5.9,18,52
Away Team Win,5.9,-6,64
Away Team Win,5.9,-24,56
Away Team Win,5.9,-8,56
Tie,5.9,2,52
Home Team Win,5.9,18,58
Tie,5.9,36,46
Away Team Win,5.9,22,54
Tie,5.9,8,67
Tie,5.9,14,53
Tie,5.9,-38,45
Tie,5.9,-12,56
Home Team Win,5.9,-30,39
Tie,5.9,-24,68
Tie,5.9,30,43
Away Team Win,5.9,-24,60
Tie,5.9,-2,51
Away Team Win,5.9,-2,58
Tie,5.9,30,56
Home Team Win,5.9,-14,50
Tie,5.9,-8,48
Tie,5.9,4,47
Tie,5.9,-6,61
Tie,5.9,10,53
Away Team Win,5.9,42,59
Away Team Win,5.9,-4,37
Tie,5.9,10,55
Tie,5.9,-38,38
Tie,5.9,48,41
Away Team Win,5.9,8,31
Away Team Win,5.9,32,68
Home Team Win,5.9,8,48
Away Team Win,5.9,0,32
Tie,5.9,14,64
Tie,5.9,30,49
Tie,5.9,22,38
Home Team Win,5.9,-14,44
Away Team Win,5.9,-14,31
Tie,5.9,6,62
Away Team Win,5.9,-34,35
Home Team Win,5.9,-2,53
Tie,5.9,-26,39
Away Team Win,5.9,-22,68
Tie,5.9,32,40
Tie,5.9,-34,54
Away Team Win,5.9,-34,74
Home Team Win,5.9,-28,33
Tie,5.9,0,70
Away Team Win,5.9,0,49
Home Team Win,6,32,40
Tie,6,48,35
Away Team Win,6,-8,50
Away Team Win,6,6,44
Away Team Win,6,18,56
Tie,6,-4,42
Tie,6,-16,49
Away Team Win,6,16,47
Away Team Win,6,-8,51
Tie,6,38,55
Tie,6,-4,59
Away Team Win,6,14,51
Tie,6,14,33
Tie,6,8,54
Away Team Win,6,-10,31
Away Team Win,6,-30,45
Tie,6,14,53
Away Team Win,6,32,62
Tie,6,0,46
Tie,6,-36,58
Home Team Win,6,4,33
Tie,6,-16,45
Tie,6,-22,37
Tie,6,-10,69
Away Team Win,6,-32,52
Away Team Win,6,0,52
Tie,6,-4,51
Tie,6,-50,28
Tie,6,-8,45
Away Team Win,6,-18,36
Away Team Win,6,-24,56
Away Team Win,6,4,69
Tie,6,30,49
Tie,6,34,32
Away Team Win,6,-6,48
Tie,6,-28,61
Tie,6,18,58
Away Team Win,6,-24,69
Away Team Win,6,24,60
Away Team Win,6,-36,41
Away Team Win,6,14,49
Home Team Win,6,-10,37
Tie,6,-16,47
Tie,6,6,40
Home Team Win,6,34,64
Tie,6,0,43
Home Team Win,6,10,65
Home Team Win,6,-42,27
Tie,6,-28,56
Tie,6,16,56
Tie,6,-14,51
Tie,6,-36,63
Away Team Win,6,24,52
Tie,6,28,70
Tie,6,18,52
Away Team Win,6,20,55
Away Team Win,6,28,61
Home Team Win,6,36,49
Away Team Win,6,30,71
Home Team Win,6,-8,35
Tie,6,-20,34
Away Team Win,6,14,47
Tie,6,8,39
Tie,6,-2,44
Tie,6,14,44
Away Team Win,6,18,70
Away Team Win,6,2,48
Away Team Win,6,-16,38
Away Team Win,6,-10,67
Away Team Win,6,-2,54
Tie,6,22,54
Tie,6,20,54
Away Team Win,6,-36,77
Tie,6,22,33
Away Team Win,6,6,36
Tie,6,4,59
Tie,6,14,59
Tie,6,40,57
Tie,6,32,43
Away Team Win,6,-18,73
Tie,6,-16,54
Home Team Win,6,6,46
Tie,6,26,58
Away Team Win,6,12,48
Home Team Win,6,-36,39
Tie,6,16,55
Tie,6,36,50
Away Team Win,6,0,66
Away Team Win,6,-26,65
Tie,6,-36,53
Tie,6,28,41
Home Team Win,6,2,57
Away Team Win,6,28,42
Tie,6,40,47
Tie,6,-12,39
Home Team Win,6,28,51
Tie,6,30,46
Away Team Win,6,-8,72
Home Team Win,6,14,45
Tie,6,12,45
Tie,6,8,75
Home Team Win,6,10,41
Tie,6,14,50
Tie,6,-12,32
Home Team Win,6,4,30
Tie,6,26,43
Away Team Win,6,2,68
Tie,6,-10,52
Tie,6,20,48
Tie,6,-34,59
Home Team Win,6,4,53
Tie,6,8,30
Tie,6,22,69
Home Team Win,6,14,45
Away Team Win,6,28,34
Tie,6,34,81
Tie,6,16,61
Tie,6,-4,23
Tie,6,6,56
Away Team Win,6,-10,82
Home Team Win,6,-24,64
Home Team Win,6,-4,47
Tie,6.1,-4,59
Tie,6.1,-18,55
Home Team Win,6.1,-22,48
Away Team Win,6.1,0,44
Home Team Win,6.1,-10,66
Home Team Win,6.1,-48,69
Tie,6.1,-20,53
Tie,6.1,-30,30
Tie,6.1,6,60
Away Team Win,6.1,32,42
Away Team Win,6.1,14,59
Tie,6.1,-12,52
Tie,6.1,26,54
Home Team Win,6.1,24,39
Away Team Win,6.1,16,62
Home Team Win,6.1,16,38
Tie,6.1,-6,44
Home Team Win,6.1,6,44
Tie,6.1,0,36
Tie,6.1,14,55
Tie,6.1,-22,43
Away Team Win,6.1,-32,39
Home Team Win,6.1,-16,37
Tie,6.1,12,59
Away Team Win,6.1,-12,64
Tie,6.1,-6,36
Away Team Win,6.1,-2,37
Home Team Win,6.1,10,54
Tie,6.1,14,45
Tie,6.1,-8,52
Tie,6.1,26,70
Home Team Win,6.1,-36,41
Tie,6.1,28,63
Home Team Win,6.1,-2,49
Tie,6.1,-30,48
Tie,6.1,8,48
Tie,6.1,8,55
Tie,6.1,-42,66
Tie,6.1,-30,45
Home Team Win,6.1,6,46
Home Team Win,6.1,-10,49
Tie,6.1,-18,63
Away Team Win,6.1,44,42
Tie,6.1,-4,51
Home Team Win,6.1,-24,53
Tie,6.1,-38,46
Tie,6.1,-4,54
